wikipedia_id,wikipedia_key,wikipedia_title,title,thumbnail
68699906,Mindcage,Mindcage,Mindcage,https://image.tmdb.org/t/p/w500/JvqaHXdKBtEAmm4EDVTGkoAGIj.jpg
72676005,The_Hill_(2023_film),The Hill (2023 film),The Hill,https://image.tmdb.org/t/p/w500/gKh28PVUqt1vY2oAdFlauXkDacW.jpg
48856016,The_Favourite,The Favourite,The Favourite,https://image.tmdb.org/t/p/w500/cwBq0onfmeilU5xgqNNjJAMPfpw.jpg
71941988,Dumb_Money,Dumb Money,Dumb Money,https://image.tmdb.org/t/p/w500/e9u7luSxFKOZgPTB9XHFnPArGdP.jpg
75205883,Badland_Hunters,Badland Hunters,Badland Hunters,https://image.tmdb.org/t/p/w500/sdI9ufheNPAKnWLl2hnsZKVk0EG.jpg
679,Animal_(disambiguation),Animal (disambiguation),Animal,https://image.tmdb.org/t/p/w500/hr9rjR3J0xBBKmlJ4n3gHId9ccx.jpg
62245152,Pirate_Dad,Pirate Dad,Pirate Dad,
42120613,The_Legend_of_Tarzan_(film),The Legend of Tarzan (film),The Legend of Tarzan,https://image.tmdb.org/t/p/w500/eJrfz178xBGlxjDGxnBXTzWWa4w.jpg
74612478,The_Kitchen_(2023_film),The Kitchen (2023 film),The Kitchen,https://image.tmdb.org/t/p/w500/l3smhHvnczXg8E2WzysRVKIXSYJ.jpg
61393417,Stillwater_(film),Stillwater (film),Stillwater,https://image.tmdb.org/t/p/w500/cPdmPwcIcmu0ugfKcdFtI3vmOJq.jpg
61817208,The_Forever_Purge,The Forever Purge,The Forever Purge,https://image.tmdb.org/t/p/w500/lB068qa6bQ0QKYKyC2xnYGvYjl7.jpg
66383123,Queenpins,Queenpins,Queenpins,https://image.tmdb.org/t/p/w500/55uYpBNnlsUE9fCb3Eibx7F4zps.jpg
40046890,Wild_(2014_film),Wild (2014 film),Wild,https://image.tmdb.org/t/p/w500/wdqFCEAwQNi2Ze5pIBGVsgKLLmy.jpg
8891070,Sixty_Minutes_(British_TV_programme),Sixty Minutes (British TV programme),Sixty Minutes,https://image.tmdb.org/t/p/w500/jojfbnIHGsRpodIood3OQoqA45Y.jpg
73866503,Maboroshi,Maboroshi,maboroshi,https://image.tmdb.org/t/p/w500None
