wikipedia_id,wikipedia_key,wikipedia_title,title,thumbnail
73023162,Wilmington's_Lie:_The_Murderous_Coup_of_1898_and_the_Rise_of_White_Supremacy,Wilmington's Lie: The Murderous Coup of 1898 and the Rise of White Supremacy,Wilmington's Lie: The Murderous Coup of 1898 and the Rise of White Supremacy,
456612,Checkmate,Checkmate,Check & Mate,https://covers.openlibrary.org/b/olid/OL48201655M-L.jpg
1954022,Wish_You_Were_Here,Wish You Were Here,Wish You Were Here,https://covers.openlibrary.org/b/olid/OL33842484M-L.jpg
6922963,Mad_honey,Mad honey,Mad Honey,https://covers.openlibrary.org/b/olid/OL37579628M-L.jpg
504151,Just_as_I_Am,Just as I Am,Just as I Am,https://covers.openlibrary.org/b/olid/OL7279850M-L.jpg
73324938,The_Golden_Enclaves,The Golden Enclaves,The Golden Enclaves,https://covers.openlibrary.org/b/olid/OL37332416M-L.jpg
68267177,Cinderella_is_Dead,Cinderella is Dead,Cinderella Is Dead,https://covers.openlibrary.org/b/olid/OL37075362M-L.jpg
69558851,The_Last_Thing_He_Told_Me,The Last Thing He Told Me,The Last Thing He Told Me,https://covers.openlibrary.org/b/olid/OL34117879M-L.jpg
75248566,North_Woods_(novel),North Woods (novel),North Woods,
75120896,The_Ferryman_(novel),The Ferryman (novel),The Ferryman,https://covers.openlibrary.org/b/olid/OL18175443M-L.jpg
66771853,Breath:_The_New_Science_of_a_Lost_Art,Breath: The New Science of a Lost Art,Breath: The New Science of a Lost Art,
68372066,Flamer_(novel),Flamer (novel),Flamer,https://covers.openlibrary.org/b/olid/OL28177022M-L.jpg
72505640,"Poverty,_by_America","Poverty, by America","Poverty, by America",https://covers.openlibrary.org/b/olid/OL39138604M-L.jpg
73844792,"The_Wager:_A_Tale_of_Shipwreck,_Mutiny_and_Murder","The Wager: A Tale of Shipwreck, Mutiny and Murder","The Wager: A Tale of Shipwreck, Mutiny and Murder",
70504274,Light_from_Uncommon_Stars,Light from Uncommon Stars,Light from Uncommon Stars,https://covers.openlibrary.org/b/olid/OL34158509M-L.jpg
70090685,Violeta_(novel),Violeta (novel),Violeta,https://covers.openlibrary.org/b/olid/OL37487883M-L.jpg
70057800,A_Kind_of_Spark,A Kind of Spark,A Kind of Spark,https://covers.openlibrary.org/b/olid/OL34967209M-L.jpg
72030188,Shrines_of_Gaiety,Shrines of Gaiety,Shrines of Gaiety,https://covers.openlibrary.org/b/olid/OL37735505M-L.jpg
18471007,Open_book,Open book,Open Book,
509676,Glory_(1989_film),Glory (1989 film),Glory,
233437,Yearbook,Yearbook,Yearbook,
86111,Bride,Bride,Bride,
20785764,Black_Sunday_(storm),Black Sunday (storm),Black Sunday,https://covers.openlibrary.org/b/olid/OL31905185M-L.jpg
70039428,Everything_Sad_Is_Untrue,Everything Sad Is Untrue,Everything Sad Is Untrue,https://covers.openlibrary.org/b/olid/OL37804260M-L.jpg
2176855,Heroin_chic,Heroin chic,Heroin chic,
558817,Defiant,Defiant,Defiant,
50190156,Exiles_(comic_book),Exiles (comic book),Exiles,
74926003,Stone_Blind,Stone Blind,Stone Blind,https://covers.openlibrary.org/b/olid/OL38792602M-L.jpg
82482,Ariadne,Ariadne,Ariadne,https://covers.openlibrary.org/b/olid/OL5084431M-L.jpg
68858087,Sharpe's_Assassin,Sharpe's Assassin,Sharpe's Assassin,https://covers.openlibrary.org/b/olid/OL33952646M-L.jpg
70072635,The_Jasmine_Throne,The Jasmine Throne,The Jasmine Throne,https://covers.openlibrary.org/b/olid/OL34951736M-L.jpg
68919480,Afterlives,Afterlives,Afterlives,https://covers.openlibrary.org/b/olid/OL37687372M-L.jpg
75122178,The_Running_Grave,The Running Grave,The Running Grave,
61700184,Axiom's_End,Axiom's End,Axiom's End,https://covers.openlibrary.org/b/olid/OL29837297M-L.jpg
70498746,The_Relentless_Moon,The Relentless Moon,The Relentless Moon,https://covers.openlibrary.org/b/olid/OL31521081M-L.jpg
255464,Kaikeyi,Kaikeyi,Kaikeyi,https://covers.openlibrary.org/b/olid/OL34988824M-L.jpg
30115189,Iron_Heart,Iron Heart,Iron Heart,https://covers.openlibrary.org/b/olid/OL29834421M-L.jpg
75127979,In_Ascension,In Ascension,In Ascension,
70370659,Bittersweet:_How_Sorrow_and_Longing_Make_Us_Whole,Bittersweet: How Sorrow and Longing Make Us Whole,Bittersweet: How Sorrow and Longing Make Us Whole,
1436114,Absolution,Absolution,Absolution,
392192,Medusa,Medusa,Medusa,https://covers.openlibrary.org/b/olid/OL3080148M-L.jpg
27032,Rock_paper_scissors,Rock paper scissors,Rock Paper Scissors,https://covers.openlibrary.org/b/olid/OL36019133M-L.jpg
17442034,Kingdom_of_the_Wicked,Kingdom of the Wicked,Kingdom of the Wicked,https://covers.openlibrary.org/b/olid/OL29533598M-L.jpg
69025204,A_History_of_My_Brief_Body,A History of My Brief Body,A History of My Brief Body,
64495684,Trust:_America's_Best_Chance,Trust: America's Best Chance,Trust: America's Best Chance,
68280376,The_Mermaid_of_Black_Conch,The Mermaid of Black Conch,The Mermaid of Black Conch,https://covers.openlibrary.org/b/olid/OL33918895M-L.jpg
68735663,Peril_(book),Peril (book),Peril,
2116375,Three_Sisters_(Pittsburgh),Three Sisters (Pittsburgh),Three Sisters,https://covers.openlibrary.org/b/olid/OL37928819M-L.jpg
68031032,Upright_Women_Wanted,Upright Women Wanted,Upright Women Wanted,https://covers.openlibrary.org/b/olid/OL28296953M-L.jpg
