title,author
"Forever and a Day - A Those Who Wait story (Those Who Wait, #1.5)",Haley Cass
The Shamshine Blind,Paz Pardo
"Alpha Wolf (Darkmore Penitentiary, #2)",Caroline Peckham
Tardes de otoño,Joana Marcús
The Sea Glass Cottage,RaeAnne Thayne
Journey to the West: A Long March from Eastern Dream to Western Reality,Biao  Wang
The Past Is Red,Catherynne M. Valente
Only Birds Above,Portland Jones
Haven,Emma Donoghue
Vagablonde,Anna  Dorn
Such a Quiet Place,Megan Miranda
The Forevers,Chris  Whitaker
"The Last Remains (Ruth Galloway, #15)",Elly Griffiths
Beasts and Beauty,Soman Chainani
"Wrong Number, Right Woman",Jae
Sempiterno (Extraños #2),Joana Marcús
The Friendship List,Susan Mallery
"Red, White, and Black: Rescuing American History from Revisionists and Race Hustlers",Robert  L.  Woodson Sr.
The Speckled Beauty: A Dog and His People,Rick Bragg
The Santa Suit,Mary Kay Andrews
Beautiful Little Fools,Jillian Cantor
Here in the Real World,Sara Pennypacker
"The Bone Shard Emperor (The Drowning Empire, #2)",Andrea Stewart
The Girl from Widow Hills,Megan Miranda
Pay Dirt (V.I. Warshawski #22),Sara Paretsky
The Invention of Sound,Chuck Palahniuk
Near the Bone,Christina Henry
Angelika Frankenstein Makes Her Match,Sally  Thorne
Toxic Superfoods: How Oxalate Overload Is Making You Sick— And How to Get Better,Sally K. Norton MPH
They Said They Wanted Revolution: A Memoir of My Parents,Neda Toloui-Semnani
Etéreo (Extraños #1),Joana Marcús
Irresistible Revolution: Marxism's Goal of Conquest & the Unmaking of the American Military,Matthew Lohmeier
"Chaos at Prescott High (The Havoc Boys, #2)",C.M. Stunich
The Subtweet,Vivek Shraya
Every Bone a Prayer,Ashley Blooms
People From My Neighbourhood,Hiromi Kawakami
Maniac: The Bath School Disaster and the Birth of the Modern Mass Killer,Harold Schechter
Thank You for Listening,Julia  Whelan
The Unfolding,A.M. Homes
"Sabotage (L.O.R.D.S., #4)",Shantel Tessier
After The Revolution,Robert   Evans
"Vendida (Sinergia, 1)",Axael Velasquez
Hill Women: Finding Family and a Way Forward in the Appalachian Mountains,Cassie Chambers
"A Dangerous Kind of Lady (Longhope Abbey, #2)",Mia Vincy
"Speaking for Myself: Faith, Freedom, and the Fight of Our Lives Inside the Trump White House",Sarah Huckabee Sanders
The Christmas Pig,J.K. Rowling
The Way of Dog,Zana Fraillon
女神自助餐,劉芷妤
"Girl Gone Viral (Modern Love, #2)",Alisha Rai
"Dangerous Honor (Dragon Royals, #2)",May Dawson
The Ladies of the Secret Circus,Constance Sayers
"The World Keeps Ending, and the World Goes On",Franny Choi
Nora Goes Off Script,Annabel Monaghan
Dogboy v Catfish,Luke Gracias
"Anti-Inflammatory Diet Solution: Heal Your Immune System, Boost Your Brain, Strengthen Your Heart",Stig Bengmark
"Carnage (L.O.R.D.S., #5)",Shantel Tessier
"Raybearer (Raybearer, #1)",Jordan Ifueko
Fight of the Century: Writers Reflect on 100 Years of Landmark ACLU Cases,Michael Chabon
Pando: A Living Wonder of Trees,Kate Allen  Fox
The Collector’s Daughter: A gripping and sweeping tale of unforgettable discoveries and unforgiveable secrets for 2021,Gill Paul
"Disfigured: On Fairy Tales, Disability, and Making Space",Amanda Leduc
The Girls I've Been,Tess Sharpe
Fire in Paradise: An American Tragedy,Alastair Gee
The House Across the Lake,Riley Sager
Code Name Sapphire,Pam Jenoff
Vesper Flights,Helen Macdonald
The End of the World Is Just the Beginning: Mapping the Collapse of Globalization,Peter Zeihan
The Most Beautiful Girl in Cuba (The Perez Family #4),Chanel Cleeton
"The Sinner (L.O.R.D.S., #2)",Shantel Tessier
"Eva Evergreen, Semi-Magical Witch (Eva Evergreen, #1)",Julie Abe
"Twisted Love (Twisted, #1)",Ana Huang
Doom: The Politics of Catastrophe,Niall Ferguson
The Ogress and the Orphans,Kelly Barnhill
"Gilded Mess (Three Bears, #1; Cheeky Fairy Tales, #1)",Colette Rhodes
Impatient Griselda,Margaret Atwood
Is Mother Dead,Vigdis Hjorth
Sisters Under the Rising Sun,Heather   Morris
Dinosaurs: 10 Things You Should Know,Dean R. Lomax
Our American Friend,Anna Pitoniak
"Carnival Hill (The Harlequin Crew, #3)",Caroline Peckham
Lila and Hadley,Kody Keplinger
"We Thought We Knew You: A Terrifying True Story of Secrets, Betrayal, Deception, and Murder",M. William Phelps
"The Merciless Ones (The Gilded Ones, #2)",Namina Forna
"Thief (Sterling Falls, #1)",S. Massery
Shiner,Amy Jo Burns
All My Knotted-Up Life: A Memoir,Beth Moore
Those We Thought We Knew,David    Joy
"Drop Acid: The Surprising New Science of Uric Acid―The Key to Losing Weight, Controlling Blood Sugar, and Achieving Extraordinary Health",David Perlmutter
"Paradise Lagoon (The Harlequin Crew, #4)",Caroline Peckham
Disability Visibility: First-Person Stories from the Twenty-first Century,Alice  Wong
"The Deep Rig: How Election Fraud Cost Donald J. Trump the White House, By a Man Who did not Vote for Him",Patrick M. Byrne
Cleanness,Garth Greenwell
"Forbidden Honor (Dragon Royals, #1)",May Dawson
An Indiscreet Princess,Georgie Blalock
Cult Classic,Sloane Crosley
The Haunting Season: Ghostly Tales for Long Winter Nights,Bridget Collins
"A Vow So Bold and Deadly (Cursebreakers, #3)",Brigid Kemmerer
Plain Bad Heroines,Emily M. Danforth
"Wicked Heart (Born to Die, #1)",Candace Wondrak
The Blue Butterfly,Leslie Johansen Nack
Iona Iverson's Rules for Commuting,Clare Pooley
"A Marvellous Light (The Last Binding, #1)",Freya Marske
The Upgrade: How the Female Brain Gets Stronger and Better in Midlife and Beyond,Louann Brizendine
"The Happy Ever After Playlist (The Friend Zone, #2)",Abby Jimenez
"Heartless Sky (Zodiac Academy, #7)",Caroline Peckham
Earth Keeper: Reflections on the American Land,N. Scott Momaday
Unmasked: Inside Antifa's Radical Plan to Destroy Democracy,Andy Ngo
"Violent Heart (A Death So Sweet, #3)",Candace Wondrak
Happy Hour,Jacquie Byron
Misfit in Love,S.K. Ali
Choice,Jodi Picoult
"Love in the Time of Bertie (44 Scotland Street, #15)",Alexander McCall Smith
Symphony of Secrets,Brendan Slocumb
Hello Stranger,Katherine Center
"Fated Throne (Zodiac Academy, #6)",Caroline Peckham
Itty-Bitty Kitty-Corn: A Picture Book,Shannon Hale
"Bright Lights, Prairie Dust: Reflections on Life, Loss, and Love from Little House's Ma",Karen Grassle
Partners in Crime,Alisha Rai
Vladimir,Julia May Jonas
Radar Girls,Sara  Ackerman
The Storyteller: Tales of Life and Music,Dave Grohl
Her Radiant Curse,Elizabeth Lim
"Cursed Fates (Zodiac Academy, #5)",Caroline Peckham
I Want to Be Where the Normal People Are,Rachel Bloom
The Unwilling,John Hart
"Gods & Monsters (Serpent & Dove, #3)",Shelby Mahurin
The American Adventuress,C.W. Gortner
Alexandria: The Quest for the Lost City,Edmund  Richardson
"While Justice Sleeps (Avery Keene, #1)",Stacey Abrams
"Strike the Zither (Kingdom of Three, #1)",Joan He
"Shadow Princess (Zodiac Academy, #4)",Caroline Peckham
Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation,Candace Owens
Künstlers in Paradise,Cathleen Schine
"Spy x Family, Vol. 8",Tatsuya Endo
Light Rains Sometimes Fall: A British Year Through Japan's 72 Seasons,Lev Parikian
The Secret Book of Flora Lea,Patti Callahan Henry
The School for Good Mothers,Jessamine Chan
The Road Trip,Beth O'Leary
The Eighth Detective,Alex Pavesi
The Last Green Valley,Mark T. Sullivan
Among the Beasts & Briars,Ashley Poston
"Vicious Fae (Ruthless Boys of the Zodiac, #3)",Caroline Peckham
"Steel Fear (Finn Thrillers, #1)",Brandon Webb
In Pursuit of Love: One Woman’s Journey from Trafficked to Triumphant,Rebecca   Bender
"Moon Witch, Spider King (The Dark Star Trilogy #2)",Marlon James
"Embrace the Darkness (Maura Quinn, #1)",Ashley N. Rostek
"Spy x Family, Vol. 7",Tatsuya Endo
Those Empty Eyes,Charlie Donlea
You Let Me In,Camilla  Bruce
Under a White Sky: The Nature of the Future,Elizabeth Kolbert
Mirrorland,Carole Johnstone
"Bookish and the Beast (Once Upon a Con, #3)",Ashley Poston
"Broken Fae (Ruthless Boys of the Zodiac, #4)",Caroline Peckham
"A Touch of Chaos (Hades x Persephone Saga, #4)",Scarlett St.  Clair
Black Cloud Rising,David Wright Faladé
"Spy x Family, Vol. 6",Tatsuya Endo
Did I Ever Tell You This?,Sam Neill
"Subtle Blood (The Will Darling Adventures, #3)",K.J. Charles
After the Fall: Being American in the World We've Made,Ben  Rhodes
The Women of Chateau Lafayette,Stephanie Dray
A Lighted Lamp: Scenes of Christmas Through Time,Donna Fletcher Crow
What Souls Are Made Of: A Wuthering Heights Remix,Tasha Suri
"Dynasty (Boys of Winter, #1)",Sheridan Anne
"Spy x Family, Vol. 4",Tatsuya Endo
Liberation Day,George Saunders
The Murder Rule,Dervla McTiernan
"Not Forever, But For Now",Chuck Palahniuk
"The Sugared Game (The Will Darling Adventures, #2)",K.J. Charles
"Joe Biden: The Life, the Run, and What Matters Now",Evan Osnos
When We Were Infinite,Kelly Loy Gilbert
"The Scepter (The Mortal Fates, #0.1)",J.  Bree
"Majesty (American Royals, #2)",Katharine McGee
The Inheritance of Orquídea Divina,Zoraida Córdova
The Bookshop of Second Chances,Jackie Fraser
Lucky Red,Claudia Cravens
Normal Rules Don't Apply,Kate Atkinson
"Slippery Creatures (The Will Darling Adventures, #1)",K.J. Charles
Apollo's Arrow: The Profound and Enduring Impact of Coronavirus on the Way We Live,Nicholas A. Christakis
"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self",Nicole LePera
"Lightning Strike (Cork O'Connor, #0)",William Kent Krueger
Today a Woman Went Mad in the Supermarket: Stories,Hilma Wolitzer
"Queen Crow (Queen Crow, #3)",J.  Bree
"Deity (Boys of Winter, #4)",Sheridan Anne
Love Betrayal Murder,Adam Mitzner
The Good Servant,Fern Britton
Before I Saw You,Emily Houghton
Private Rogue (Private #16),James Patterson
Un-Trumping America: A Plan to Make America a Democracy Again,Dan Pfeiffer
"The Steel Beneath the Silk (The Emma of Normandy Trilogy, #3)",Patricia Bracewell
"Finlay Donovan Rolls the Dice (Finlay Donovan, #4)",Elle Cosimano
No Land to Light On,Yara Zgheib
"Damaged (Boys of Winter, #2)",Sheridan Anne
A Libertarian Walks Into a Bear: The Utopian Plot to Liberate an American Town,Matthew Hongoltz-Hetling
Chlorine Sky,Mahogany L. Browne
Only the Beautiful,Susan Meissner
The Witches of Vardø,Anya Bergman
Leslie F*cking Jones,Leslie     Jones
"Emily Wilde’s Map of the Otherlands (Emily Wilde, #2)",Heather Fawcett
"Faye, Faraway",Helen   Fisher
"Deviant (Boys of Winter, #3)",Sheridan Anne
The Recent East,Thomas Grattan
"When the Tiger Came Down the Mountain (The Singing Hills Cycle, #2)",Nghi Vo
"A Light in the Flame (Flesh and Fire, #2)",Jennifer L. Armentrout
X,Davey Davis
Bless the Daughter Raised by a Voice in Her Head: Poems,Warsan Shire
Homestead,Melinda Moustakis
The Unsettled,Ayana Mathis
How Can I Help You,Laura Sims
"The Scorpion's Tail (Nora Kelly, #2)",Douglas Preston
A Place to Hang the Moon,Kate Albus
"Earl, Honey",D.S. Getson
The Golden Spoon,Jessa Maxwell
The Final Case,David Guterson
Ruined,Sarah Vaughn
Keep Sharp: Build a Better Brain at Any Age,Sanjay Gupta
"The Coven (Coven of Bones, #1)",Harper L. Woods
Burma Sahib,Paul Theroux
Blood and Treasure: Daniel Boone and the Fight for America's First Frontier,Bob Drury
"The Dare (Briar U, #4)",Elle Kennedy
"Tragic Bonds (The Bonds That Tie, #5)",J.  Bree
"Let's Play, Vol. 2",Leeanne M. Krecic
The Quiet Tenant,Clémence Michallon
The Lost Cause,Cory Doctorow
Bad Cruz,L.J. Shen
"The Duchess Hunt (Once Upon a Dukedom, #2)",Lorraine Heath
Group: How One Therapist and a Circle of Strangers Saved My Life,Christie Tate
"The Cursed (Coven of Bones, #2)",Harper L. Woods
Infinitum,Tim  Fielder
"Where the Truth Lives (Where, #2)",Mia Sheridan
Ten Lessons for a Post-Pandemic World,Fareed Zakaria
"Resurrection (The Sainthood - Boys of Lowell High, #1)",Siobhan Davis
"The Traitor Queen (The Bridge Kingdom, #2)",Danielle L. Jensen
All's Well,Mona Awad
"Sleep No More (The Lost Night Files, #1)",Jayne Ann Krentz
Dear Ava,Ilsa Madden-Mills
2034: A Novel of the Next World War,Elliot Ackerman
"Rebellion (The Sainthood - Boys of Lowell High, #2)",Siobhan Davis
"Playboy Princes (Royals of Arbon Academy, #2)",Jaymin Eve
Our Lady of Perpetual Hunger: A Memoir,Lisa Donovan
His & Hers,Alice Feeney
They Knew: How a Culture of Conspiracy Keeps America Complacent,Sarah Kendzior
Dance Away with Me,Susan Elizabeth Phillips
The Twin Paradox,Charles Wachter
"Reign (The Sainthood - Boys of Lowell High, #3)",Siobhan Davis
Florence Adler Swims Forever,Rachel Beanland
"The Ride of Her Life: The True Story of a Woman, Her Horse, and Their Last-Chance Journey Across America",Elizabeth Letts
"Poison Throne (Royals of Arbon Academy, #3)",Jaymin Eve
This Is My America,Kim  Johnson
Kismet,Amina Akhtar
Choosing Brave: How Mamie Till-Mobley and Emmett Till Sparked the Civil Rights Movement (Caldecott Honor Book),Angela Joy
"Marriage and Murder (Solving for Pie: Cletus and Jenn Mysteries, #2)",Penny Reid
The Blackout Book Club,Amy Lynn Green
"Knockout (Hell's Belles, #3)",Sarah MacLean
The Vanished Queen,Lisbeth Campbell
The Great Divide,Cristina Henríquez
"Lady of Darkness (Lady of Darkness, #1)",Melissa K. Roehrich
"Once Bitten (Shadow Guild: The Rebel, #1)",Linsey Hall
Bad Fat Black Girl: Notes from a Trap Feminist,Sesali Bowen
"In Mercy, Rain (Wayward Children, #7.5)",Seanan McGuire
"Engagement and Espionage (Solving for Pie: Cletus and Jenn Mysteries, #1)",Penny Reid
Always Never,Jordi Lafebre
Evil Geniuses: The Unmaking of America,Kurt Andersen
"Lady of Shadows (Lady of Darkness, #2)",Melissa K. Roehrich
"Flames of Chaos (Legacy of the Nine Realms, #1)",Amelia Hutchins
The Summer of June,Jamie Sumner
The Aquanaut: A Graphic Novel,Dan Santat
"Not That Duke (Would-Be Wallflowers, #3)",Eloisa James
"Democracy in One Book or Less: How It Works, Why It Doesn’t, and Why Fixing It Is Easier Than You Think",David Litt
"Haunting Adeline (Cat and Mouse, #1)",H.D. Carlton
Credence,Penelope Douglas
Death in her Hands,Ottessa Moshfegh
The Last to Vanish,Megan Miranda
"Where the Drowned Girls Go (Wayward Children, #7)",Seanan McGuire
The Mother Code,Carole Stivers
"Hunting Adeline (Cat and Mouse, #2)",H.D. Carlton
The Brother Years,Shannon Burke
Stepbrothers' Darling,K.A. Knight
"False Alarm: How Climate Change Panic Costs Us Trillions, Hurts the Poor, and Fails to Fix the Planet",Bjørn Lomborg
"My Heart Is a Chainsaw (The Indian Lake Trilogy, #1)",Stephen Graham Jones
Trust,Hernan Diaz
"Ambush or Adore (Delightfully Deadly, #3)",Gail Carriger
"Journey of the Pharaohs (NUMA Files, #17)",Clive Cussler
"The Book of Azrael (Gods and Monsters, #1)",Amber V. Nicole
Time Is a Mother,Ocean Vuong
The Boys,Katie Hafner
Unspeakable: The Tulsa Race Massacre,Carole Boston Weatherford
"The Storm Before the Calm: America's Discord, the Coming Crisis of the 2020s, and the Triumph Beyond",George Friedman
The Ghost Orchid (Alex Delaware #39),Jonathan Kellerman
"The Throne of Broken Gods (Gods and Monsters, #2)",Amber V. Nicole
Where Snow Angels Go,Maggie O'Farrell
Lapvona,Ottessa Moshfegh
The End of Mental Illness,Daniel G. Amen
Eddie's Boy (Butcher's Boy #4),Thomas Perry
We Ride Upon Sticks,Quan Barry
O Beautiful,Jung Yun
"Murder on an Irish Farm (Irish Village Mystery, #8)",Carlene O'Connor
"Attack Surface (Little Brother, #3)",Cory Doctorow
The XX Brain,Lisa Mosconi
"Suppression, Deception, Snobbery, and Bias: Why the Press Gets So Much Wrong—And Just Doesn't Care",Ari Fleischer
Tiny Nightmares: Very Short Stories of Horror,Lincoln Michel
The Sorcerer of Pyongyang,Marcel Theroux
Angel & Hannah: A Novel in Verse,Ishle Park
"The Dying Citizen: How Progressive Elites, Tribalism, and Globalization Are Destroying the Idea of America",Victor Davis Hanson
Kent State: Four Dead in Ohio,Derf Backderf
2030: How Today's Biggest Trends Will Collide and Reshape the Future of Everything,Mauro F. Guillén
Funny Story,Emily Henry
The Letters of Shirley Jackson,Shirley Jackson
Ghost Forest,Pik-Shuen Fung
The Magic Kingdom,Russell Banks
I Know Who You Are: How an Amateur DNA Sleuth Unmasked the Golden State Killer and Changed Crime Fighting Forever,Barbara Rae-Venter
The Barnabus Project,Eric Fan
Seabreeze Sunset (Summer Beach #3),Jan Moran
"Witch Please (Fix-It Witches, #1)",Ann Aguirre
"Angry God (All Saints High, #3)",L.J. Shen
"Laptop from Hell: Hunter Biden, Big Tech, and the Dirty Secrets the President Tried to Hide",Miranda Devine
"Polysecure: Attachment, Trauma and Consensual Nonmonogamy",Jessica Fern
Ophelia After All,Racquel Marie
If It Sounds Like a Quack...: A Journey to the Fringes of American Medicine,Matthew Hongoltz-Hetling
Dirty Laundry,Disha Bose
Poesy the Monster Slayer,Cory Doctorow
The Weaver and the Witch Queen,Genevieve Gornichec
"The Graham Effect (Campus Diaries, #1)",Elle Kennedy
"Kiss of the Blood Prince (The Fae Universe, #1)",Alessa Thorn
Don't Burn This Country: Surviving and Thriving in Our Woke Dystopia,Dave  Rubin
Interior Chinatown,Charles Yu
None of This Is True,Lisa Jewell
The Cat Man of Aleppo,Irene Latham
American Marxism,Mark R. Levin
"The Awakening as Told by the Boys (Zodiac Academy, #1.5)",Caroline Peckham
The Great Stink: How Joseph Bazalgette Solved London's Poop Pollution Problem,Colleen Paeff
Reef Road,Deborah Goodrich Royce
"Demon Daughter (Penric & Desdemona, #12)",Lois McMaster Bujold
"Bad Lands (Savage Lands, #4)",Stacey Marie Brown
Searching for Savanna: The Murder of One Native American Woman and the Violence Against the Many,Mona Gable
"Black Sunshine (Dark Eyes, #1)",Karina Halle
What Lies in the Woods,Kate Alice Marshall
"Saga, Volume 11",Brian K. Vaughan
"Dead Lands (Savage Lands, #3)",Stacey Marie Brown
Kurangaituku,Whiti Hereaka
Things Have Gotten Worse Since We Last Spoke and Other Misfortunes,Eric LaRocca
"Saga, Volume 10",Brian K. Vaughan
"Wild Lands (Savage Lands, #2)",Stacey Marie Brown
"The Conjurer (The Vine Witch, #3)",Luanne G. Smith
Patricia Wants to Cuddle,Samantha  Allen
"Trinity (Feathers and Fire, #9)",Shayne Silvers
"Savage Lands (Savage Lands, #1)",Stacey Marie Brown
"A Trial of Sorcerers (A Trial of Sorcerers, #1)",Elise Kova
"Wynd, Book One: The Flight of the Prince",James Tynion IV
"Blood Lands (Savage Lands, #5)",Stacey Marie Brown
The Great Sex Rescue: The Lies You've Been Taught and How to Recover What God Intended,Sheila Wray Gregoire
"The Kind Worth Saving (Henry Kimball/Lily Kintner, #2)",Peter  Swanson
Marrow,Trisha Wolfe
I Will Judge You by Your Bookshelf,Grant Snider
"Ruining Dahlia (Mafia Wars, #3)",C.R. Jane
"A Game of Fate (Hades Saga, #1)",Scarlett St.  Clair
Little Witch Hazel: A Year in the Forest,Phoebe Wahl
"Scattershot: Life, Music, Elton, and Me",Bernie Taupin
Uncultured: A Memoir,Daniella Mestyanek Young
"The Roommate (The Shameless Series, #1)",Rosie Danan
"Political Prisoner: Persecuted, Prosecuted, but Not Silenced",Paul Manafort
"Crooked Heart (A Death So Sweet, #2)",Candace Wondrak
Murder Book,Thomas Perry
"Fox Creek (Cork O’Connor, #19)",William Kent Krueger
The Case Against the Sexual Revolution: A New Guide to Sex in the 21st Century,Louise Perry
"Shadowed Heart (A Death So Sweet, #1)",Candace Wondrak
Swamp Story,Dave Barry
"Dear William: A Father's Memoir of Addiction, Recovery, Love, and Loss",David  Magee
Strange Sally Diamond,Liz Nugent
The Incredible Winston Browne,Sean Dietrich
How to Raise an Elephant: No. 1 Ladies' Detective Agency (21) (No. 1 Ladies' Detective Agency Series),Alexander McCall Smith
The Emperor's Sword,Andrew Klavan
The Cuban Heiress,Chanel Cleeton
"Mrs. Porter Calling (The Emmy Lake Chronicles, #3)",A.J. Pearce
"The Glamourist (The Vine Witch, #2)",Luanne G. Smith
"A Kingdom of Ruin (Deliciously Dark Fairytales, #3)",K.F. Breene
Woke Racism: How a New Religion Has Betrayed Black America,John McWhorter
"Bad, Bad Seymour Brown",Susan Isaacs
Invisible Girl,Lisa Jewell
A Net for Small Fishes,Lucy Jago
Breath Better Spent: Living Black Girlhood,DaMaris B. Hill
"A Throne of Ruin (Deliciously Dark Fairytales, #2)",K.F. Breene
What Is a Woman?: One Man's Journey to Answer the Question of a Generation,Matt  Walsh
The End of Her,Shari Lapena
"Unbroken Bonds (The Bonds That Tie, #6)",J.  Bree
The Dancer and the Devil: Stalin and the Murder of Anna Pavlova,John E. O'Neill
"Unnatural Death (Kay Scarpetta, #27)",Patricia Cornwell
The Beach at Summerly,Beatriz Williams
"Wow, No Thank You.: Essays",Samantha Irby
"Forced Bonds (The Bonds That Tie, #4)",J.  Bree
Cotswolds Holiday,Kasey Stockton
The Perfect Neighborhood,Liz Alterman
Hotline,Dimitri Nasrallah
"A Queen of Ruin (Deliciously Dark Fairytales, #4)",K.F. Breene
The Greatest Evil is War,Chris Hedges
Gone Tonight,Sarah Pekkanen
All Good People Here,Ashley Flowers
"All Hail (Queen Crow, #1)",J.  Bree
Lost in Trans Nation: A Child Psychiatrist's Guide Out of the Madness,Miriam Grossman
The Heiress,Rachel Hawkins
The Butcher of the Bay: Part I (Mounts Bay Saga #1),J.  Bree
Find You First,Linwood Barclay
Tom Lake,Ann Patchett
Blood Money: Why the Powerful Turn a Blind Eye While China Kills Americans,Peter Schweizer
Things We Do in the Dark,Jennifer Hillier
"Sunflower Sisters (Lilac Girls, #3)",Martha Hall Kelly
"The Ruthless (Queen Crow, #2)",J.  Bree
"The Mistress of Bhatia House (Perveen Mistry, #4)",Sujata Massey
"Blood Bonds (The Bonds That Tie, #3)",J.  Bree
Nightwork,Nora Roberts
Happiness Falls,Angie  Kim
Shadows of Pecan Hollow,Caroline   Frost
"Everything I Learned, I Learned in a Chinese Restaurant",Curtis Chin
"Savage Bonds (The Bonds That Tie, #2)",J.  Bree
Take Your Breath Away,Linwood Barclay
"Fortune and Glory (Stephanie Plum, #27)",Janet Evanovich
"Wings of Fury (Wings of Fury, #1)",Emily R. King
"Regressive (The Cult of Serendee, #2)",Angel Lawson
Look Closer,David Ellis
The Bread the Devil Knead,Lisa Allen-Agostini
The Split,Sharon J. Bolton
"Game On: Tempting Twenty-Eight (Stephanie Plum, #28)",Janet Evanovich
Dead of Spring: A Hades and Persephone Retelling,Colette Rhodes
The Local,Joey  Hartstone
"Waco Rising: David Koresh, the FBI, and the Birth of America's Modern Militias",Kevin Cook
"Life Sentence (Cassie Raven, #2)",A.K.   Turner
It Ends With Violence (Saint View Psychos #3),Elle Thorpe
The Soulmate,Sally Hepworth
Love Marriage,Monica Ali
The Lives of Edie Pritchard,Larry Watson
"F*ckboy Psychos (Scarlett Force, #1)",C.M. Stunich
Gentle and Lowly: The Heart of Christ for Sinners and Sufferers,Dane C. Ortlund
"Unholy Terrors (Scarlett Force, #2)",C.M. Stunich
What Happened to the Bennetts,Lisa Scottoline
Northern Spy,Flynn Berry
Troubled: The Failed Promise of America's Behavioral Treatment Programs,Kenneth R. Rosen
The Foundling,Ann Leary
The Diamond Eye,Kate Quinn
"I Am a Girl from Africa: A Memoir of Empowerment, Community, and Hope",Elizabeth Nyamayaro
The Mermaid from Jeju,Sumi Hahn
Good Eggs,Rebecca Hardiman
